battery,material type,material,mass in 1 cell,unit
NMC532 G,base-scrap,Electrolyte EC,0.0,kg
NMC532 G,base-scrap,Electrolyte DMC or EMC,0.0,kg
NMC532 G,base-scrap,Plastic PE - Separator,0.0,kg
NMC532 G,base-scrap,Plastic PP - Container,0.0,kg
NMC532 G,base-scrap,Plastic PET - Container,0.0,kg
NMC532 G,base-scrap,NMP - Anode,0.0,kg
NMC532 G,base-scrap,NMP - Cathode,0.0011025586402266289,kg
NMC532 G,base-scrap,Water,0.0005675596924322139,kg
LMO LTO,cell,anode active material,0.2953287,kg
LMO LTO,cell,anode carbon,0.019909800000000002,kg
LMO LTO,cell,anode binder,0.016591500000000006,kg
LMO LTO,cell,anode current collector,0.02771506432680092,kg
LMO LTO,cell,cathode active material,0.4088351999999999,kg
LMO LTO,cell,cathode carbon,0.0085174,kg
LMO LTO,cell,cathode binder,0.0085174,kg
LMO LTO,cell,cathode current collector,0.02771506432680092,kg
LMO LTO,cell,separator,0.004615758307572321,kg
LMO LTO,cell,electrolyte,0.15264402820019277,kg
LMO LTO,cell,negative terminal,0.009532907568702417,kg
LMO LTO,cell,positive terminal,0.009532907568702417,kg
LMO LTO,cell,container,0.01988500475541253,kg
LMO LTO,base,Cathode active material,0.4088351999999999,kg
LMO LTO,base,Graphite,0.2953287,kg
LMO LTO,base,Silicon Nano-wire,0.0,kg
LMO LTO,base,Carbon black - Anode,0.019909800000000002,kg
LMO LTO,base,Carbon black - Cathode,0.0085174,kg
LMO LTO,base,Binder SBR/CMC - Anode,0.006636600000000001,kg
LMO LTO,base,Binder SBR/CMC - Cathode,0.00340696,kg
LMO LTO,base,Binder PVDF - Anode,0.009954900000000003,kg
LMO LTO,base,Binder PVDF - Cathode,0.005110439999999999,kg
LMO LTO,base,Copper - Foil,0.02771506432680092,kg
LMO LTO,base,Copper - Tab,0.009532907568702417,kg
LMO LTO,base,Aluminum - Foil,0.02771506432680092,kg
LMO LTO,base,Aluminum - Tab,0.009532907568702417,kg
LMO LTO,base,Aluminum - Container,0.016246048885172035,kg
LMO LTO,base,Electrolyte LiPF6,0.022896604230028917,kg
LMO LTO,base,Electrolyte EC,0.06487371198508192,kg
LMO LTO,base,Electrolyte DMC or EMC,0.06487371198508192,kg
LMO LTO,base,Plastic PE - Separator,0.004615758307572321,kg
LMO LTO,base,Plastic PP - Container,0.0011135602663031017,kg
LMO LTO,base,Plastic PET - Container,0.002525395603937391,kg
LMO LTO,base,NMP - Anode,0.3981960000000001,kg
LMO LTO,base,NMP - Cathode,0.20441759999999995,kg
LMO LTO,base,Water,0.0,kg
LMO LTO,base-scrap,Cathode active material,0.004798146823148522,kg
LMO LTO,base-scrap,Graphite,0.003466018737353298,kg
LMO LTO,base-scrap,Silicon Nano-wire,0.0,kg
LMO LTO,base-scrap,Carbon black - Anode,0.00023366418454067177,kg
LMO LTO,base-scrap,Carbon black - Cathode,9.996139214892755e-05,kg
LMO LTO,base-scrap,Binder SBR/CMC - Anode,7.788806151355728e-05,kg
LMO LTO,base-scrap,Binder SBR/CMC - Cathode,3.998455685957102e-05,kg
LMO LTO,base-scrap,Binder PVDF - Anode,0.00011683209227033593,kg
LMO LTO,base-scrap,Binder PVDF - Cathode,5.997683528935653e-05,kg
LMO LTO,base-scrap,Copper - Foil,0.0,kg
LMO LTO,base-scrap,Copper - Tab,0.0,kg
LMO LTO,base-scrap,Aluminum - Foil,0.0,kg
LMO LTO,base-scrap,Aluminum - Tab,0.0,kg
LMO LTO,base-scrap,Aluminum - Container,0.0,kg
LMO LTO,base-scrap,Electrolyte LiPF6,0.0,kg
LMO LTO,base-scrap,Electrolyte EC,0.0,kg
LMO LTO,base-scrap,Electrolyte DMC or EMC,0.0,kg
LMO LTO,base-scrap,Plastic PE - Separator,0.0,kg
LMO LTO,base-scrap,Plastic PP - Container,0.0,kg
LMO LTO,base-scrap,Plastic PET - Container,0.0,kg
LMO LTO,base-scrap,NMP - Anode,0.004673283690813436,kg
LMO LTO,base-scrap,NMP - Cathode,0.002399073411574261,kg
LMO LTO,base-scrap,Water,0.0,kg
NMC333 Si,cell,anode active material,0.07515200000000001,kg
NMC333 Si,cell,anode carbon,0.021472,kg
NMC333 Si,cell,anode binder,0.010736,kg
NMC333 Si,cell,anode current collector,0.058369762349076995,kg
NMC333 Si,cell,cathode active material,0.08280000000000001,kg
NMC333 Si,cell,cathode carbon,0.0036,kg
NMC333 Si,cell,cathode binder,0.0036,kg
NMC333 Si,cell,cathode current collector,0.022069167394381244,kg
NMC333 Si,cell,separator,0.013068344867139146,kg
NMC333 Si,cell,electrolyte,0.08499824306147527,kg
NMC333 Si,cell,negative terminal,0.02009978042323588,kg
NMC333 Si,cell,positive terminal,0.00607966043922348,kg
NMC333 Si,cell,container,0.0074053954247121825,kg
NMC333 Si,base,Cathode active material,0.08280000000000001,kg
NMC333 Si,base,Graphite,0.0,kg
NMC333 Si,base,Silicon Nano-wire,0.07515200000000001,kg
NMC333 Si,base,Carbon black - Anode,0.021472,kg
NMC333 Si,base,Carbon black - Cathode,0.0036,kg
NMC333 Si,base,Binder SBR/CMC - Anode,0.010736,kg
NMC333 Si,base,Binder SBR/CMC - Cathode,0.0036,kg
NMC333 Si,base,Binder PVDF - Anode,0.0,kg
NMC333 Si,base,Binder PVDF - Cathode,0.0,kg
NMC333 Si,base,Copper - Foil,0.058369762349076995,kg
NMC333 Si,base,Copper - Tab,0.02009978042323588,kg
NMC333 Si,base,Aluminum - Foil,0.022069167394381244,kg
NMC333 Si,base,Aluminum - Tab,0.00607966043922348,kg
NMC333 Si,base,Aluminum - Container,0.006050208061989852,kg
NMC333 Si,base,Electrolyte LiPF6,0.01274973645922129,kg
NMC333 Si,base,Electrolyte EC,0.036124253301126986,kg
NMC333 Si,base,Electrolyte DMC or EMC,0.036124253301126986,kg
NMC333 Si,base,Plastic PE - Separator,0.013068344867139146,kg
NMC333 Si,base,Plastic PP - Container,0.0004147021437838822,kg
NMC333 Si,base,Plastic PET - Container,0.0009404852189384471,kg
NMC333 Si,base,NMP - Anode,0.0,kg
NMC333 Si,base,NMP - Cathode,0.08639999999999999,kg
NMC333 Si,base,Water,0.25766400000000006,kg
NMC333 Si,base-scrap,Cathode active material,0.0009717523269931203,kg
NMC333 Si,base-scrap,Graphite,0.0,kg
NMC333 Si,base-scrap,Silicon Nano-wire,0.0008819943342776205,kg
NMC333 Si,base-scrap,Carbon black - Anode,0.0002519983812221773,kg
NMC333 Si,base-scrap,Carbon black - Cathode,4.225010117361392e-05,kg
NMC333 Si,base-scrap,Binder SBR/CMC - Anode,0.00012599919061108864,kg
NMC333 Si,base-scrap,Binder SBR/CMC - Cathode,4.225010117361392e-05,kg
NMC333 Si,base-scrap,Binder PVDF - Anode,0.0,kg
NMC333 Si,base-scrap,Binder PVDF - Cathode,0.0,kg
NMC333 Si,base-scrap,Copper - Foil,0.0,kg
NMC333 Si,base-scrap,Copper - Tab,0.0,kg
NMC333 Si,base-scrap,Aluminum - Foil,0.0,kg
NMC333 Si,base-scrap,Aluminum - Tab,0.0,kg
NMC333 Si,base-scrap,Aluminum - Container,0.0,kg
NMC333 Si,base-scrap,Electrolyte LiPF6,0.0,kg
NMC333 Si,base-scrap,Electrolyte EC,0.0,kg
NMC333 Si,base-scrap,Electrolyte DMC or EMC,0.0,kg
NMC333 Si,base-scrap,Plastic PE - Separator,0.0,kg
NMC333 Si,base-scrap,Plastic PP - Container,0.0,kg
NMC333 Si,base-scrap,Plastic PET - Container,0.0,kg
NMC333 Si,base-scrap,NMP - Anode,0.0,kg
NMC333 Si,base-scrap,NMP - Cathode,0.001014002428166734,kg
NMC333 Si,base-scrap,Water,0.003023980574666128,kg
